ID,title,release_year,genres,rating
4904,rogue one a star wars story,2016,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'War']",65.0
4905,dunkirk,2017,"['Action', 'Drama', 'History', 'Thriller', 'War']",94.0
4906,pan s labyrinth,2006,"['Drama', 'Mystery', 'Thriller', 'Fantasy', 'War']",98.0
4907,the amazing spider man 2,2014,"['Action', 'Adventure', 'Fantasy']",53.0
4908,indiana jones and the kingdom of crystal skull,2008,"['Action', 'Adventure', 'Thriller']",65.0
4909,the hobbit battle of five armies,2014,"['Adventure', 'Fantasy']",59.0
4910,deadpool 2,2018,"['Action', 'Adventure', 'Sci-Fi', 'Comedy']",66.0
4911,harry potter and the deathly hallows part i,2010,"['Action', 'Adventure', 'Mystery', 'Fantasy']",65.0
4912,21 jump street,2012,"['Action', 'Comedy', 'Crime']",69.0
4913,the incredible hulk,2008,"['Action', 'Sci-Fi', 'Thriller']",61.0
4914,three billboards outside ebbing missouri,2017,"['Drama', 'Comedy', 'Crime']",88.0
4915,lincoln,2012,"['Biography', 'Drama', 'History', 'War']",86.0
4916,shaun of the dead,2004,"['Horror', 'Comedy']",76.0
4917,rush,2013,"['Action', 'Biography', 'Drama', 'Sport']",75.0
4918,the maze runner,2014,"['Action', 'Sci-Fi', 'Mystery', 'Thriller']",57.0
4919,your name,2017,"['Drama', 'Fantasy', 'Romance', 'Animation']",79.0
4920,men in black iii,2012,"['Action', 'Sci-Fi', 'Comedy']",58.0
4921,the usual suspects,1995,"['Mystery', 'Thriller', 'Crime']",77.0
4922,million dollar baby,2004,"['Drama', 'Sport']",86.0
4923,catch me if you can,2002,"['Biography', 'Drama', 'Comedy', 'Crime']",75.0
4924,before midnight,2013,"['Drama', 'Romance']",94.0
4925,heat,1995,"['Drama', 'Thriller', 'Crime']",76.0
4926,steve jobs,2015,"['Biography', 'Drama']",82.0
4927,city of god,2003,"['Drama', 'Crime']",79.0
4928,machete,2010,"['Action', 'Adventure', 'Thriller', 'Comedy', 'Crime']",60.0
4929,the adjustment bureau,2011,"['Sci-Fi', 'Thriller', 'Romance']",60.0
4930,death note,2017,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller', 'Fantasy', 'Horror', 'Crime']",43.0
4931,falling down,1993,"['Drama', 'Thriller', 'Crime']",56.0
4932,the guest,2014,"['Action', 'Mystery', 'Thriller']",76.0
4933,walk the line,2005,"['Biography', 'Drama', 'Romance', 'Music']",72.0
4934,taken 2,2012,"['Action', 'Drama', 'Thriller', 'Crime']",45.0
4935,the road,2009,"['Adventure', 'Drama', 'Thriller']",64.0
4936,crank,2006,"['Action', 'Drama', 'Thriller', 'Crime']",57.0
4937,bee movie,2007,"['Adventure', 'Comedy', 'Animation', 'Family']",54.0
4938,the magnificent seven,2016,"['Action', 'Adventure', 'Western']",54.0
4939,beasts of the southern wild,2012,"['Drama', 'Fantasy']",86.0
4940,g i joe retaliation,2013,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",41.0
4941,saving mr banks,2013,"['Biography', 'Drama', 'History', 'Comedy', 'Music', 'Family']",65.0
4942,cars 3,2017,"['Adventure', 'Sport', 'Comedy', 'Animation', 'Family']",59.0
4943,a serious man,2009,['Drama'],79.0
4944,upgrade,2018,"['Action', 'Sci-Fi', 'Thriller', 'Horror', 'Comedy']",67.0
4945,battlefield earth a saga of the year 3000,2000,"['Action', 'Sci-Fi']",9.0
4946,madagascar,2005,"['Adventure', 'Comedy', 'Animation', 'Family']",57.0
4947,ultraviolet,2006,"['Action', 'Sci-Fi']",18.0
4948,blade trinity,2004,"['Action', 'Adventure', 'Thriller', 'Fantasy']",38.0
4949,you were never really here,2018,"['Drama', 'Mystery', 'Thriller']",84.0
4950,the salesman,2017,"['Drama', 'Thriller']",85.0
4951,poltergeist,2015,"['Thriller', 'Horror']",47.0
4952,paul blart mall cop,2009,"['Action', 'Comedy', 'Crime', 'Family']",39.0
4953,bad times at the el royale,2018,"['Drama', 'Mystery', 'Thriller', 'Horror', 'Crime']",60.0
4954,the assassination of jesse james by coward robert ford,2007,"['Biography', 'Drama', 'History', 'Crime', 'Western']",68.0
4955,2 guns,2013,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",55.0
4956,st vincent,2014,"['Drama', 'Comedy']",64.0
4957,the way back,2013,"['Drama', 'Comedy']",68.0
4958,wonder,2017,"['Drama', 'Family']",66.0
4959,out of the furnace,2013,"['Drama', 'Thriller', 'Crime']",63.0
4960,this is it,2009,"['Music', 'Documentary']",67.0
4961,shanghai noon,2000,"['Action', 'Adventure', 'Comedy', 'Western']",77.0
4962,the lincoln lawyer,2011,['Drama'],63.0
4963,the deer hunter,1978,"['Drama', 'War']",86.0
4964,17 again,2009,"['Drama', 'Comedy', 'Romance']",48.0
4965,team america world police,2004,"['Action', 'Adventure', 'Comedy']",64.0
4966,american pie 2,2001,"['Comedy', 'Romance']",43.0
4967,money monster,2016,"['Drama', 'Mystery', 'Thriller', 'Crime']",55.0
4968,detroit,2017,"['Drama', 'History', 'Thriller', 'Crime']",77.0
4969,spy kids,2001,"['Action', 'Adventure', 'Sci-Fi', 'Comedy', 'Family']",71.0
4970,epic,2013,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']",52.0
4971,we bought a zoo,2011,"['Drama', 'Comedy']",58.0
4972,vampires suck,2010,['Comedy'],18.0
4973,seventh son,2015,"['Action', 'Adventure', 'Fantasy', 'Family']",30.0
4974,doubt,2008,"['Drama', 'Mystery']",68.0
4975,carnage,2011,"['Drama', 'Comedy']",61.0
4976,world trade center,2006,"['Drama', 'History']",66.0
4977,maggie,2015,"['Drama', 'Thriller', 'Fantasy', 'Horror']",52.0
4978,upstream color,2013,"['Sci-Fi', 'Drama']",81.0
4979,the dilemma,2011,"['Drama', 'Comedy']",46.0
4980,cold war,2018,"['Drama', 'Romance', 'Music']",90.0
4981,triple 9,2016,"['Action', 'Drama', 'Thriller', 'Crime']",52.0
4982,the mule,2018,"['Drama', 'Mystery', 'Thriller', 'Crime']",58.0
4983,edge of darkness,2010,"['Drama', 'Thriller', 'Crime']",55.0
4984,101 dalmatians,1996,"['Adventure', 'Comedy', 'Family']",49.0
4985,mommy,2015,['Drama'],74.0
4986,semi pro,2008,"['Sport', 'Comedy']",47.0
4987,pride and prejudice zombies,2016,"['Action', 'Thriller', 'Horror', 'Comedy', 'Romance']",45.0
4988,grosse pointe blank,1997,"['Thriller', 'Comedy', 'Romance', 'Crime']",76.0
4989,ginger snaps,2001,"['Drama', 'Horror']",70.0
4990,meet joe black,1998,"['Drama', 'Mystery', 'Fantasy', 'Romance']",43.0
4991,force majeure,2014,"['Drama', 'Comedy']",87.0
4992,trollhunter,2011,"['Action', 'Adventure', 'Drama', 'Thriller', 'Horror']",61.0
4993,the duff,2015,['Comedy'],56.0
4994,tangerine,2015,"['Drama', 'Comedy']",85.0
4995,legally blonde,2001,['Comedy'],59.0
4996,seed of chucky,2004,"['Thriller', 'Horror', 'Comedy']",46.0
4997,annie hall,1977,"['Drama', 'Comedy', 'Romance']",92.0
4998,mr bean s vacation,2007,"['Comedy', 'Family']",56.0
4999,gulliver s travels,2010,"['Adventure', 'Comedy']",33.0
5000,i feel pretty,2018,['Comedy'],48.0
5001,the savages,2007,"['Drama', 'Comedy']",85.0
5002,dead man,1996,"['Drama', 'Fantasy', 'Western']",62.0
5003,superbabies baby geniuses 2,2004,"['Comedy', 'Family']",9.0
5004,the hate u give,2018,"['Drama', 'Crime']",81.0
5005,yogi bear,2010,"['Adventure', 'Comedy', 'Animation', 'Family']",35.0
5006,after hours,1985,"['Thriller', 'Comedy']",90.0
5007,3000 miles to graceland,2001,"['Action', 'Thriller', 'Comedy', 'Crime']",21.0
5008,american animals,2018,"['Drama', 'Crime']",68.0
5009,away we go,2009,"['Drama', 'Comedy', 'Romance']",58.0
5010,bring it on,2000,"['Sport', 'Comedy']",52.0
5011,flatliners,2017,"['Sci-Fi', 'Drama', 'Thriller', 'Horror']",27.0
5012,going in style,2017,"['Comedy', 'Crime']",50.0
5013,don t think twice,2016,"['Drama', 'Comedy']",83.0
5014,the old man gun,2018,"['Drama', 'Comedy', 'Crime']",80.0
5015,shortbus,2006,"['Drama', 'Romance']",64.0
5016,12 rounds,2009,"['Action', 'Thriller', 'Crime']",38.0
5017,balls of fury,2007,"['Action', 'Sport', 'Comedy', 'Romance', 'Crime']",38.0
5018,barbershop the next cut,2016,['Comedy'],67.0
5019,hold the dark,2018,"['Adventure', 'Drama', 'Mystery', 'Thriller', 'Horror']",63.0
5020,serenity,2019,"['Sci-Fi', 'Drama', 'Mystery', 'Thriller']",37.0
5021,platoon,1987,"['Drama', 'War']",92.0
5022,anonymous,2011,['Drama'],50.0
5023,the flintstones,1994,"['Comedy', 'Crime', 'Family']",38.0
5024,hard eight,1997,"['Drama', 'Thriller', 'Crime']",78.0
5025,the age of innocence,1993,"['Drama', 'Romance']",90.0
5026,spy game,2001,"['Action', 'Thriller', 'Crime']",63.0
5027,the tale of despereaux,2008,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']",53.0
5028,paranoia,2013,"['Drama', 'Thriller']",32.0
5029,malcolm x,1992,"['Biography', 'Drama', 'History']",72.0
5030,pollock,2000,"['Biography', 'Drama']",77.0
5031,stand by me,1986,"['Adventure', 'Drama']",75.0
5032,departures,2009,"['Drama', 'Comedy', 'Music']",68.0
5033,the tall man,2012,"['Drama', 'Mystery', 'Thriller', 'Horror', 'Crime']",52.0
5034,an american haunting,2006,"['Mystery', 'Thriller', 'Horror']",38.0
5035,bratz,2007,"['Comedy', 'Music', 'Family']",21.0
5036,you will meet a tall dark stranger,2010,"['Comedy', 'Romance']",51.0
5037,admission,2013,"['Drama', 'Comedy', 'Romance']",48.0
5038,eye of the beholder,2000,"['Mystery', 'Thriller']",29.0
5039,love is strange,2014,['Drama'],82.0
5040,sleeping beauty,2011,['Drama'],57.0
5041,the doors,1991,"['Biography', 'Drama', 'Music']",62.0
5042,in the mix,2005,"['Comedy', 'Romance', 'Crime', 'Music']",31.0
5043,space cowboys,2000,"['Adventure', 'Thriller']",73.0
5044,we are the best,2014,['Drama'],87.0
5045,this must be the place,2012,"['Drama', 'Comedy']",61.0
5046,taking woodstock,2009,"['Drama', 'Comedy', 'Music']",55.0
5047,crimson tide,1995,"['Action', 'Drama', 'Thriller']",66.0
5048,3 iron,2005,"['Drama', 'Romance', 'Crime']",72.0
5049,damsels in distress,2012,"['Drama', 'Comedy', 'Romance']",67.0
5050,eating out 2 sloppy seconds,2006,"['Comedy', 'Romance']",39.0
5051,third person,2014,"['Drama', 'Romance']",38.0
5052,infinitely polar bear,2015,"['Drama', 'Comedy']",64.0
5053,sleepless,2017,"['Action', 'Thriller', 'Crime']",34.0
5054,late night,2019,"['Drama', 'Comedy']",70.0
5055,maid in manhattan,2002,"['Drama', 'Comedy', 'Romance']",45.0
5056,thief,1981,"['Action', 'Drama', 'Thriller', 'Crime']",78.0
5057,spider,2002,"['Drama', 'Mystery']",83.0
5058,taxi to the dark side,2008,"['Crime', 'War', 'Documentary']",82.0
5059,cam,2018,"['Mystery', 'Thriller', 'Horror']",71.0
5060,belle,2014,['Drama'],64.0
5061,atl,2006,"['Drama', 'Comedy', 'Romance', 'Crime', 'Music']",63.0
5062,venus,2006,"['Drama', 'Comedy', 'Romance']",82.0
5063,genius,2016,"['Biography', 'Drama']",56.0
5064,capturing the friedmans,2003,"['Biography', 'Mystery', 'Crime', 'Documentary']",90.0
5065,border,2018,"['Drama', 'Thriller', 'Fantasy', 'Romance']",75.0
5066,starman,1984,"['Adventure', 'Sci-Fi', 'Drama', 'Romance']",71.0
5067,merry christmas,2006,"['Drama', 'Romance', 'War', 'Music']",70.0
5068,bride prejudice,2005,"['Drama', 'Comedy', 'Romance', 'Musical']",55.0
5069,fantasia,1940,"['Fantasy', 'Music', 'Animation', 'Family']",96.0
5070,miss pettigrew lives for a day,2008,"['Comedy', 'Romance']",63.0
5071,berlin syndrome,2017,"['Drama', 'Mystery', 'Thriller', 'Horror']",70.0
5072,severance,2007,"['Thriller', 'Horror', 'Comedy']",62.0
5073,the in crowd,2000,"['Drama', 'Mystery', 'Thriller']",14.0
5074,fateless,2006,['Drama'],87.0
5075,pina,2011,"['Musical', 'Documentary']",83.0
5076,stealing harvard,2002,"['Drama', 'Comedy', 'Crime']",25.0
5077,double indemnity,1944,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Film-Noir']",95.0
5078,graduation,2017,"['Drama', 'Crime']",84.0
5079,sweet and lowdown,1999,"['Comedy', 'Music']",70.0
5080,pathology,2008,"['Thriller', 'Horror', 'Crime']",55.0
5081,hours,2013,"['Drama', 'Thriller']",55.0
5082,fallen angels,1998,"['Drama', 'Comedy', 'Romance', 'Crime']",71.0
5083,cold souls,2009,"['Drama', 'Comedy']",69.0
5084,intruders,2012,"['Thriller', 'Horror']",45.0
5085,flame and citron,2009,"['Drama', 'History', 'Thriller', 'Crime', 'War']",74.0
5086,on her majesty s secret service,1969,"['Action', 'Adventure', 'Thriller']",61.0
5087,reversal of fortune,1990,"['Drama', 'Mystery']",93.0
5088,the muppet movie,1979,"['Adventure', 'Comedy', 'Family', 'Musical']",74.0
5089,the party,2018,"['Drama', 'Comedy']",73.0
5090,47 meters down uncaged,2019,"['Adventure', 'Drama', 'Thriller', 'Horror']",43.0
5091,sweet country,2018,"['Adventure', 'Drama', 'History', 'Thriller', 'Crime', 'Western']",87.0
5092,every day,2018,"['Drama', 'Fantasy', 'Romance']",52.0
5093,talk to me,2007,"['Biography', 'Drama', 'History', 'War', 'Music']",69.0
5094,mesrine killer instinct,2010,"['Action', 'Biography', 'Drama', 'Thriller', 'Crime']",71.0
5095,manito,2003,"['Drama', 'Family']",71.0
5096,don juan demarco,1995,"['Drama', 'Comedy', 'Romance']",63.0
5097,spread,2009,"['Drama', 'Comedy', 'Romance']",43.0
5098,the dark crystal,1982,"['Adventure', 'Fantasy', 'Family']",66.0
5099,below,2002,"['Mystery', 'Thriller', 'Horror']",55.0
5100,for your eyes only,1981,"['Action', 'Adventure', 'Thriller']",54.0
5101,we don t live here anymore,2004,"['Drama', 'Romance']",66.0
5102,a dog s way home,2019,"['Adventure', 'Drama', 'Family']",50.0
5103,the sacrament,2014,"['Thriller', 'Horror']",49.0
5104,moonraker,1979,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",66.0
5105,naked gun 33 1 3 the final insult,1994,"['Comedy', 'Crime']",63.0
5106,good people,2014,"['Action', 'Thriller', 'Crime']",42.0
5107,midnight sun,2018,"['Drama', 'Romance']",38.0
5108,we steal secrets the story of wikileaks,2013,"['Comedy', 'Documentary']",76.0
5109,american hardcore,2006,"['Music', 'Documentary']",69.0
5110,the naked gun 212 smell of fear,1991,"['Comedy', 'Crime']",65.0
5111,the hunting party,2007,"['Adventure', 'Drama', 'Thriller', 'Comedy', 'War']",54.0
5112,the wind will carry us,2000,['Drama'],86.0
5113,the hunchback of notre dame,1996,"['Drama', 'Romance', 'Animation', 'Family', 'Musical']",74.0
5114,planes trains automobiles,1987,['Comedy'],72.0
5115,african cats,2011,['Documentary'],61.0
5116,baggage claim,2013,['Comedy'],34.0
5117,moolaade,2004,['Drama'],91.0
5118,lorna s silence,2009,['Drama'],80.0
5119,calibre,2018,['Thriller'],76.0
5120,the king of comedy,1983,"['Drama', 'Thriller', 'Comedy', 'Crime']",73.0
5121,nostalgia for the light,2011,"['Drama', 'Documentary']",91.0
5122,the first wives club,1996,['Comedy'],58.0
5123,cujo,1983,"['Thriller', 'Horror']",57.0
5124,you re not,2014,['Drama'],56.0
5125,the other side of hope,2017,"['Drama', 'Comedy']",84.0
5126,for the bible tells me so,2007,['Documentary'],73.0
5127,good morning vietnam,1988,"['Biography', 'Drama', 'Comedy', 'War']",67.0
5128,damsel,2018,"['Drama', 'Comedy', 'Western']",63.0
5129,flawless,2008,"['Drama', 'Thriller', 'Crime']",57.0
5130,the comedian,2017,['Comedy'],40.0
5131,a band called death,2013,['Documentary'],77.0
5132,journey s end,2018,"['Drama', 'War']",73.0
5133,puzzle,2018,['Drama'],66.0
5134,avenue montaigne,2007,"['Drama', 'Comedy', 'Romance']",64.0
5135,crocodile dundee,1986,"['Adventure', 'Comedy']",62.0
5136,the program,2016,"['Biography', 'Drama', 'Sport']",53.0
5137,city lights,1931,"['Drama', 'Comedy', 'Romance']",99.0
5138,at the height of summer,2001,['Drama'],72.0
5139,it s a disaster,2013,"['Drama', 'Comedy']",57.0
5140,daydream nation,2011,"['Drama', 'Romance']",57.0
5141,the benefactor,2016,['Drama'],40.0
5142,a case of you,2013,"['Comedy', 'Romance']",38.0
5143,non fiction,2019,"['Drama', 'Comedy', 'Romance']",79.0
5144,always shine,2016,['Thriller'],72.0
5145,a brave heart the lizzie velasquez story,2015,"['Biography', 'Family', 'Documentary']",70.0
5146,saving face,2005,"['Drama', 'Comedy', 'Romance']",65.0
5147,screamers,2006,"['Music', 'Documentary']",55.0
5148,martyrs,2016,"['Drama', 'Thriller', 'Horror']",22.0
5149,under the sand,2001,"['Drama', 'Mystery']",86.0
5150,western,2018,['Drama'],81.0
5151,light of my life,2019,['Drama'],67.0
5152,what keeps you alive,2018,"['Thriller', 'Horror']",66.0
5153,off the black,2006,['Drama'],62.0
5154,a star is born,1976,"['Drama', 'Romance', 'Music']",59.0
5155,jack and diane,2012,"['Drama', 'Horror', 'Romance']",45.0
5156,margaret cho assassin,2005,"['Comedy', 'War']",40.0
5157,concert for george,2003,"['Music', 'Documentary']",82.0
5158,el angel,2018,"['Biography', 'Drama', 'Crime']",61.0
5159,dog pound,2013,['Drama'],57.0
5160,the virginity hit,2010,['Comedy'],40.0
5161,yadon ilaheyya,2003,"['Drama', 'Comedy', 'Romance', 'War']",74.0
5162,alive inside,2014,"['Documentary', 'News']",67.0
5163,fried green tomatoes,1992,['Drama'],64.0
5164,eden,2013,['Drama'],63.0
5165,maverick,1994,"['Action', 'Adventure', 'Thriller', 'Comedy', 'Western']",62.0
5166,the isle,2002,['Drama'],61.0
5167,jet lag,2003,"['Comedy', 'Romance']",53.0
5168,3 faces,2019,['Drama'],78.0
5169,little otik,2001,"['Drama', 'Thriller', 'Fantasy', 'Horror', 'Comedy', 'Animation']",74.0
5170,the cave of yellow dog,2006,['Drama'],73.0
5171,prevenge,2017,"['Drama', 'Thriller', 'Fantasy', 'Horror', 'Comedy']",71.0
5172,smoke,1995,"['Drama', 'Comedy']",70.0
5173,bombshell the hedy lamarr story,2017,"['Biography', 'History', 'War', 'Documentary']",70.0
5174,the good thief,2003,"['Drama', 'Thriller', 'Crime']",68.0
5175,carancho,2011,"['Drama', 'Thriller', 'Romance', 'Crime']",66.0
5176,come early morning,2006,"['Drama', 'Romance']",64.0
5177,rust creek,2019,"['Drama', 'Thriller']",59.0
5178,finding your feet,2018,"['Drama', 'Comedy', 'Romance']",53.0
5179,the runner,2015,['Drama'],39.0
5180,bad johnson,2014,"['Fantasy', 'Comedy']",25.0
5181,the white diamond,2005,"['Adventure', 'Documentary']",83.0
5182,the silence,2013,"['Drama', 'Thriller', 'Crime']",72.0
5183,watermark,2014,['Documentary'],68.0
5184,the motel life,2013,"['Drama', 'Mystery', 'Thriller']",61.0
5185,great expectations,2013,"['Drama', 'Romance']",60.0
5186,lola versus,2012,['Comedy'],49.0
5187,the weight of water,2002,"['Mystery', 'Thriller']",45.0
5188,the boy,2015,"['Drama', 'Thriller', 'Horror']",45.0
5189,jesus henry christ,2012,['Comedy'],41.0
5190,nature calls,2012,['Comedy'],30.0
5191,welcome to sarajevo,1997,"['Drama', 'War']",72.0
5192,the tao of steve,2000,"['Drama', 'Comedy', 'Romance']",70.0
5193,people places things,2015,['Comedy'],68.0
5194,memories of tomorrow,2007,['Drama'],68.0
5195,lunacy,2006,['Horror'],63.0
5196,too late,2016,['Drama'],54.0
5197,last weekend,2014,"['Drama', 'Comedy']",40.0
5198,hellions,2015,['Horror'],34.0
5199,i travel because have to come back love you,2011,['Drama'],87.0
5200,lifeboat,1944,"['Drama', 'War']",78.0
5201,knafayim shvurot,2004,['Drama'],75.0
5202,paris 05 59 theo hugo,2017,"['Drama', 'Romance']",74.0
5203,monkey shines,1988,"['Sci-Fi', 'Drama', 'Thriller', 'Horror']",71.0
5204,the syrian bride,2005,"['Drama', 'Comedy']",70.0
5205,waging a living,2005,['Documentary'],70.0
5206,the cuckoo,2003,"['Drama', 'Comedy', 'War']",69.0
5207,the other f word,2011,"['Drama', 'Comedy', 'Music', 'Documentary']",60.0
5208,bang rajan,2004,"['Action', 'Drama', 'History', 'War']",59.0
5209,tuvalu,2001,"['Drama', 'Comedy', 'Romance']",58.0
5210,danny deckchair,2004,"['Comedy', 'Romance']",56.0
5211,taxman,1999,"['Action', 'Thriller', 'Comedy', 'Crime']",48.0
5212,the next karate kid,1994,"['Action', 'Drama', 'Sport', 'Romance', 'Family']",36.0
5213,manny,2015,"['Drama', 'Sport', 'Documentary']",35.0
5214,the big risk,2005,"['Drama', 'Thriller', 'Romance', 'Crime']",84.0
5215,eureka,2001,['Drama'],78.0
5216,bliss,2009,['Drama'],71.0
5217,home movie,2002,['Documentary'],67.0
5218,crown heights,2017,"['Biography', 'Drama', 'Romance', 'Crime']",64.0
5219,two lovers and a bear,2016,"['Drama', 'Romance']",61.0
5220,monster hunt,2016,"['Action', 'Fantasy', 'Comedy']",53.0
5221,she s one of us,2005,['Drama'],52.0
5222,lucas,1986,"['Drama', 'Comedy', 'Romance']",75.0
5223,beauty in trouble,2008,"['Drama', 'Comedy']",75.0
5224,the dirty dozen,1967,"['Action', 'Adventure', 'War']",73.0
5225,trumbo,2008,"['Biography', 'Documentary']",71.0
5226,the prisoner or how i planned to kill tony blair,2007,['Documentary'],67.0
5227,flow for love of water,2008,['Documentary'],67.0
5228,bonjour monsieur shlomi,2004,"['Drama', 'Comedy']",59.0
5229,captive,2006,['Drama'],59.0
5230,red dawn,1984,"['Action', 'Drama']",55.0
5231,evelyn,2002,['Drama'],55.0
5232,big sur,2013,['Drama'],49.0
5233,constellation,2007,['Drama'],41.0
5234,3 ninjas kick back,1994,"['Action', 'Comedy', 'Family']",39.0
5235,all quiet on the western front,1930,"['Drama', 'War']",91.0
5236,screwball,2019,['Documentary'],72.0
5237,arthur,1981,"['Comedy', 'Romance']",69.0
5238,above and beyond,2015,"['Adventure', 'History', 'War', 'Documentary']",69.0
5239,scotty and the secret history of hollywood,2018,['Documentary'],67.0
5240,the grand,2008,['Comedy'],57.0
5241,the woman on 6th floor,2011,['Comedy'],52.0
5242,lies,2000,['Drama'],47.0
5243,angel of mine,2019,"['Drama', 'Mystery', 'Thriller']",47.0
5244,tasting menu,2014,['Comedy'],29.0
5245,the best and brightest,2011,['Comedy'],26.0
5246,doctor strange,2016,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",72.0
5247,guardians of the galaxy vol 2,2017,"['Action', 'Adventure', 'Sci-Fi', 'Comedy']",67.0
5248,ratatouille,2007,"['Fantasy', 'Comedy', 'Animation', 'Family']",96.0
5249,pacific rim,2013,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",65.0
5250,star wars episode i the phantom menace,1999,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",51.0
5251,get out,2017,"['Mystery', 'Thriller', 'Horror', 'Comedy']",84.0
5252,titanic,1997,"['Drama', 'Romance']",75.0
5253,nightcrawler,2014,"['Drama', 'Thriller', 'Crime']",76.0
5254,rise of the planet apes,2011,"['Action', 'Adventure', 'Sci-Fi']",68.0
5255,the witch,2016,"['Mystery', 'Horror']",83.0
5256,serenity,2005,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",74.0
5257,terminator 3 rise of the machines,2003,"['Action', 'Sci-Fi', 'Thriller']",66.0
5258,robocop,2014,"['Action', 'Sci-Fi', 'Thriller', 'Crime']",52.0
5259,sausage party,2016,"['Adventure', 'Fantasy', 'Comedy', 'Animation']",66.0
5260,the adventures of tintin,2011,"['Adventure', 'Mystery', 'Animation', 'Family']",68.0
5261,despicable me 2,2013,"['Adventure', 'Sci-Fi', 'Comedy', 'Crime', 'Animation', 'Family']",62.0
5262,kung fu panda,2008,"['Action', 'Comedy', 'Animation', 'Family']",73.0
5263,first man,2018,"['Biography', 'Drama', 'History']",84.0
5264,8 mile,2002,"['Drama', 'Music']",77.0
5265,kung fu panda 2,2011,"['Action', 'Adventure', 'Comedy', 'Animation', 'Family']",67.0
5266,green book,2018,"['Biography', 'Drama', 'History', 'Comedy', 'Music']",69.0
5267,nocturnal animals,2016,"['Drama', 'Thriller']",67.0
5268,scary movie,2000,['Comedy'],48.0
5269,clash of the titans,2010,"['Action', 'Adventure', 'Drama', 'Fantasy']",39.0
5270,under the skin,2014,"['Sci-Fi', 'Drama', 'Thriller', 'Horror']",78.0
5271,minority report,2002,"['Action', 'Sci-Fi', 'Mystery', 'Thriller']",80.0
5272,foxcatcher,2014,"['Biography', 'Drama', 'Sport', 'Thriller']",81.0
5273,in time,2011,"['Sci-Fi', 'Thriller']",53.0
5274,blue is the warmest color,2013,"['Drama', 'Romance']",88.0
5275,the golden compass,2007,"['Adventure', 'Fantasy', 'Family']",51.0
5276,the dark tower,2017,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Horror', 'Western']",34.0
5277,warm bodies,2013,"['Drama', 'Horror', 'Comedy', 'Romance']",60.0
5278,final destination 2,2003,"['Thriller', 'Horror']",38.0
5279,unknown,2011,"['Drama', 'Mystery', 'Thriller']",56.0
5280,miss peregrine s home for peculiar children,2016,"['Adventure', 'Drama', 'Fantasy', 'Family']",57.0
5281,chef,2014,['Comedy'],68.0
5282,predestination,2015,"['Action', 'Sci-Fi', 'Drama', 'Mystery', 'Thriller']",69.0
5283,logan lucky,2017,"['Drama', 'Comedy', 'Crime']",78.0
5284,speed,1994,"['Action', 'Thriller']",78.0
5285,miami vice,2006,"['Action', 'Drama', 'Thriller', 'Crime']",65.0
5286,lights out,2016,"['Thriller', 'Fantasy', 'Horror']",58.0
5287,independence day,1996,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",59.0
5288,the divergent series allegiant,2016,"['Action', 'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Romance']",33.0
5289,baywatch,2017,"['Action', 'Drama', 'Comedy']",37.0
5290,cloudy with a chance of meatballs,2009,"['Comedy', 'Animation', 'Family']",66.0
5291,capote,2005,"['Biography', 'Drama', 'Crime']",88.0
5292,casablanca,1943,"['Drama', 'Romance', 'War']",100.0
5293,national treasure book of secrets,2007,"['Action', 'Adventure', 'Mystery', 'Thriller', 'Comedy']",48.0
5294,hotel rwanda,2004,"['Drama', 'History', 'Thriller', 'War']",79.0
5295,priest,2011,"['Action', 'Thriller', 'Horror']",41.0
5296,o brother where art thou,2000,"['Adventure', 'Comedy', 'Crime', 'Music']",69.0
5297,daybreakers,2010,"['Action', 'Sci-Fi', 'Drama', 'Thriller', 'Fantasy', 'Horror']",57.0
5298,xxx,2002,"['Action', 'Adventure', 'Thriller', 'Crime']",48.0
5299,zack and miri make a porno,2008,"['Drama', 'Comedy', 'Romance']",56.0
5300,evan almighty,2007,"['Fantasy', 'Comedy', 'Family']",37.0
5301,big eyes,2014,"['Biography', 'Drama']",62.0
5302,sorry to bother you,2018,"['Sci-Fi', 'Fantasy', 'Comedy']",80.0
5303,the hills have eyes,2006,"['Thriller', 'Horror']",52.0
5304,jack reacher never go back,2016,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller', 'Crime']",47.0
5305,the men who stare at goats,2009,"['Comedy', 'War']",54.0
5306,the campaign,2012,['Comedy'],50.0
5307,a christmas story,1983,"['Comedy', 'Family']",77.0
5308,hall pass,2011,['Comedy'],45.0
