title,year,genres_ml,rating_movielens
suddenly,1954,"['Crime', 'Drama', 'Film-Noir']",3.5
divorcee the,1930,"['Drama', 'Romance']",4.0
meet the applegates,1991,['Comedy'],2.0
robot carnival roboto kanibauru,1987,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",4.0
americathon,1979,"['Comedy', 'Sci-Fi']",1.5
sands of iwo jima,1949,"['Action', 'Drama', 'Romance', 'War']",2.5
this island earth,1955,['Sci-Fi'],1.0
anthony adverse,1936,"['Adventure', 'Romance']",3.0
blackboard jungle,1955,['Drama'],3.25
luna papa,1999,"['Comedy', 'Drama', 'Fantasy']",3.5
investigation of a citizen above suspicion indagine su un cittadino al di sopra di ogni sospetto,1970,"['Crime', 'Drama', 'Thriller']",4.0
to each his own,1946,['Drama'],3.5
heiress the,1949,"['Drama', 'Romance']",3.5
dragon seed,1944,"['Drama', 'War']",3.5
executive suite,1954,['Drama'],3.0
johnny belinda,1948,['Drama'],4.0
super size me,2004,"['Comedy', 'Documentary', 'Drama']",3.51
johnny eager,1942,"['Crime', 'Drama', 'Film-Noir', 'Romance']",3.5
jetee la,1962,"['Romance', 'Sci-Fi']",4.5
northwest passage,1940,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller', 'Western']",3.0
picture of dorian gray the,1945,"['Drama', 'Fantasy', 'Horror']",2.0
human condition i the ningen no joken i,1959,"['Drama', 'War']",4.5
please dont eat the daisies,1960,"['Children', 'Comedy', 'Musical']",3.5
white heat,1949,"['Crime', 'Drama', 'Film-Noir']",3.67
christmas carol a scrooge,1951,"['Drama', 'Fantasy']",3.25
memphis belle,1990,"['Action', 'Drama', 'War']",3.08
cincinnati kid the,1965,['Drama'],0.5
animal factory,2000,"['Crime', 'Drama']",2.5
godzilla vs mechagodzilla gojira tai mekagojira,1974,"['Action', 'Horror', 'Sci-Fi']",2.5
hitcher the,1986,"['Action', 'Thriller']",3.62
show boat,1951,"['Drama', 'Musical', 'Romance']",3.0
fear x,2003,"['Mystery', 'Thriller']",2.25
freaks,1932,"['Crime', 'Drama', 'Horror']",3.17
immigrant the,1917,['Comedy'],4.5
silent movie,1976,['Comedy'],3.5
anna christie,1930,['Drama'],3.5
dr jekyll and mr hyde,1931,"['Drama', 'Horror']",2.0
around the world in 80 days,2004,"['Adventure', 'Children', 'Comedy']",2.5
dodgeball a true underdog story,2004,['Comedy'],3.55
terminal the,2004,"['Comedy', 'Drama', 'Romance']",3.32
dear frankie,2004,"['Drama', 'Romance']",3.75
white chicks,2004,"['Action', 'Comedy', 'Crime']",2.83
door in the floor the,2004,['Drama'],2.5
notebook the,2004,"['Drama', 'Romance']",3.57
two brothers deux freres,2004,"['Adventure', 'Children', 'Drama']",3.5
delovely,2004,"['Drama', 'Musical']",4.0
day at the races a,1937,"['Comedy', 'Musical']",4.0
bob carol ted alice,1969,"['Comedy', 'Drama']",3.5
claymation christmas celebration a,1987,"['Animation', 'Children', 'Comedy', 'Musical']",1.5
happenstance battement dailes du papillon le,2001,"['Comedy', 'Drama']",3.0
comandante,2003,['Documentary'],4.0
undead,2003,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",3.25
into the woods,1991,"['Adventure', 'Comedy', 'Fantasy', 'Musical']",5.0
pirates of silicon valley,1999,"['Documentary', 'Drama']",4.0
manufacturing consent noam chomsky and the media,1992,"['Documentary', 'War']",4.25
mayor of the sunset strip,2003,['Documentary'],3.5
killing me softly,2002,"['Drama', 'Mystery', 'Romance', 'Thriller']",4.0
philadelphia experiment the,1984,"['Adventure', 'Drama', 'Sci-Fi']",3.5
juice,1992,"['Action', 'Crime', 'Drama', 'Thriller']",4.0
revenge of the pink panther,1978,"['Comedy', 'Crime']",3.25
angels with dirty faces,1938,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",3.75
zero de conduite zero for conduct zero de conduite jeunes diables au college,1933,"['Comedy', 'Drama']",4.0
taxi,1998,"['Action', 'Comedy']",3.2
taxi 3,2003,"['Action', 'Comedy']",3.25
tokyo godfathers,2003,"['Adventure', 'Animation', 'Drama']",3.9
our hospitality,1923,['Comedy'],3.25
all of me,1984,"['Comedy', 'Fantasy']",2.5
farmers daughter the,1947,['Comedy'],3.5
overboard,1987,"['Comedy', 'Romance']",3.0
butterfield 8,1960,['Drama'],3.0
exterminating angel the angel exterminador el,1962,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",1.5
fahrenheit 911,2004,['Documentary'],3.49
roxanne,1987,"['Comedy', 'Romance']",3.27
dr terrors house of horrors,1965,"['Horror', 'Sci-Fi']",1.5
secret society,2002,['Comedy'],0.5
last starfighter the,1984,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",3.57
spiderman 2,2004,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",3.8
before sunset,2004,"['Drama', 'Romance']",3.7
king arthur,2004,"['Action', 'Adventure', 'Drama', 'War']",2.96
anchorman the legend of ron burgundy,2004,['Comedy'],3.77
cinderella story a,2004,"['Comedy', 'Romance']",3.28
i robot,2004,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.49
maria full of grace maria llena eres de gracia,2004,"['Crime', 'Drama']",3.94
long days journey into night,1962,['Drama'],3.5
short film about killing a krotki film o zabijaniu,1988,"['Crime', 'Drama']",3.75
bourne supremacy the,2004,"['Action', 'Crime', 'Thriller']",3.79
catwoman,2004,"['Action', 'Crime', 'Fantasy']",1.33
home at the end of the world,2004,"['Drama', 'Romance']",3.5
testament of dr mabuse the das testament des dr mabuse,1933,"['Crime', 'Horror', 'Mystery', 'Thriller']",4.0
flash gordon conquers the universe,1940,"['Action', 'Sci-Fi']",1.25
man escaped a un condamne a mort sest echappe ou le vent souffle ou il veut,1956,"['Adventure', 'Drama']",3.5
miracle of marcelino the marcelino pan y vino,1955,"['Comedy', 'Drama']",3.5
slaughterhousefive,1972,"['Comedy', 'Drama', 'Sci-Fi', 'War']",4.0
bachelor and the bobbysoxer the,1947,['Comedy'],3.0
mr blandings builds his dream house,1948,['Comedy'],3.0
my favorite wife,1940,"['Comedy', 'Romance']",3.0
new adventures of pippi longstocking the,1988,"['Adventure', 'Children', 'Fantasy', 'Musical']",3.0
night and day,1946,"['Drama', 'Musical']",2.5
snake pit the,1948,['Drama'],3.5
super the,1991,['Comedy'],2.0
leopard the gattopardo il,1963,"['Drama', 'War']",4.25
day of the locust the,1975,['Drama'],2.0
to end all wars,2001,"['Action', 'Drama', 'War']",4.0
woman is a woman a femme est une femme une,1961,"['Comedy', 'Drama', 'Musical', 'Romance']",5.0
biggles,1986,"['Adventure', 'Fantasy', 'Sci-Fi']",3.0
yesterday today and tomorrow ieri oggi domani,1963,['Comedy'],4.0
unprecedented the 2000 presidential election,2002,['Documentary'],3.5
prime of miss jean brodie the,1969,['Drama'],4.0
my voyage to italy il mio viaggio in italia,1999,['Documentary'],3.0
this gun for hire,1942,"['Crime', 'Film-Noir', 'Thriller']",
sherlock holmes terror by night,1946,"['Crime', 'Mystery', 'Thriller']",3.0
spy who came in from the cold the,1965,"['Drama', 'Thriller']",0.5
sherlock holmes and the secret weapon,1942,"['Crime', 'Mystery', 'Thriller']",3.0
sherlock holmes the woman in green,1945,['Mystery'],3.5
sherlock holmes dressed to kill,1946,"['Crime', 'Mystery']",3.75
manchurian candidate the,2004,['Thriller'],3.04
thunderbirds,2004,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2.75
village the,2004,"['Drama', 'Mystery', 'Thriller']",3.19
garden state,2004,"['Comedy', 'Drama', 'Romance']",3.71
musa the warrior musa,2001,"['Action', 'Adventure', 'Drama', 'War']",4.5
funny thing happened on the way to the forum a,1966,"['Comedy', 'Musical']",3.1
collateral,2004,"['Action', 'Crime', 'Drama', 'Thriller']",3.76
little black book,2004,"['Comedy', 'Romance']",2.17
code 46,2003,"['Romance', 'Sci-Fi']",4.5
story of women affaire de femmes une,1988,['Drama'],5.0
harold and kumar go to white castle,2004,"['Adventure', 'Comedy']",3.46
princess diaries 2 royal engagement the,2004,"['Comedy', 'Romance']",2.5
danny deckchair,2003,"['Comedy', 'Romance']",3.25
avp alien vs predator,2004,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2.82
we dont live here anymore,2004,['Drama'],4.0
without a paddle,2004,['Comedy'],2.0
exorcist the beginning,2004,"['Horror', 'Thriller']",2.5
bill cosby himself,1983,"['Comedy', 'Documentary']",4.0
anacondas the hunt for the blood orchid,2004,"['Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",1.75
suspect zero,2004,"['Crime', 'Thriller']",3.5
warriors of heaven and earth tian di ying xiong,2003,"['Action', 'Adventure', 'Drama']",3.25
vanity fair,2004,"['Drama', 'Romance']",3.5
paparazzi,2004,"['Drama', 'Thriller']",2.33
wicker park,2004,"['Drama', 'Romance', 'Thriller']",3.33
alice doesnt live here anymore,1974,"['Drama', 'Romance']",4.17
whos that knocking at my door,1967,['Drama'],1.0
camera buff amator,1979,['Drama'],3.0
vitelloni i aka the young and the passionate,1953,['Drama'],3.5
cellular,2004,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2.86
resident evil apocalypse,2004,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2.93
mr 3000,2004,"['Comedy', 'Drama']",2.67
sky captain and the world of tomorrow,2004,"['Action', 'Adventure', 'Sci-Fi']",2.64
wimbledon,2004,"['Comedy', 'Romance']",3.11
first daughter,2004,"['Comedy', 'Romance']",3.33
forgotten the,2004,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2.5
motorcycle diaries the diarios de motocicleta,2004,"['Adventure', 'Drama']",3.8
shaun of the dead,2004,"['Comedy', 'Horror']",4.01
come back little sheba,1952,['Drama'],4.0
murder on the orient express,1974,"['Crime', 'Mystery', 'Thriller']",3.25
mask,1985,['Drama'],3.43
orca the killer whale,1977,"['Action', 'Drama', 'Horror', 'Thriller']",1.5
1492 conquest of paradise,1992,"['Adventure', 'Drama']",2.5
cannibal holocaust,1980,['Horror'],2.67
shark tale,2004,"['Animation', 'Children', 'Comedy']",2.35
ladder 49,2004,"['Action', 'Drama', 'Thriller']",3.67
i heart huckabees,2004,['Comedy'],3.45
raise your voice,2004,['Romance'],5.0
taxi,2004,"['Action', 'Comedy']",1.75
primer,2004,"['Drama', 'Sci-Fi']",3.79
stage beauty,2004,['Drama'],3.5
shall we dance,2004,"['Comedy', 'Romance']",3.0
team america world police,2004,"['Action', 'Adventure', 'Animation', 'Comedy']",3.47
eulogy,2004,"['Comedy', 'Crime', 'Drama']",3.0
ps,2004,"['Comedy', 'Drama', 'Fantasy', 'Romance']",4.25
country girl the,1954,['Drama'],3.5
rose tattoo the,1955,"['Drama', 'Romance']",3.5
fearless vampire killers the,1967,"['Comedy', 'Horror']",3.67
decline of the american empire the declin de lempire americain le,1986,"['Comedy', 'Drama']",4.0
bebes kids,1992,"['Animation', 'Children', 'Comedy']",1.0
friday night lights,2004,"['Action', 'Drama']",3.56
tarnation,2003,['Documentary'],4.0
final cut the,2004,"['Sci-Fi', 'Thriller']",3.67
being julia,2004,"['Comedy', 'Drama']",1.75
surviving christmas,2004,['Comedy'],2.75
grudge the,2004,"['Horror', 'Mystery', 'Thriller']",2.3
alfie,2004,"['Comedy', 'Drama', 'Romance']",2.33
sideways,2004,"['Comedy', 'Drama', 'Romance']",3.74
machinist,2004,"['Drama', 'Mystery', 'Thriller']",3.99
vera drake,2004,['Drama'],3.0
falling angels,2003,['Drama'],3.5
lightning in a bottle,2004,['Documentary'],4.0
undertow,2004,"['Crime', 'Drama', 'Thriller']",3.0
saw,2004,"['Horror', 'Mystery', 'Thriller']",3.18
ray,2004,['Drama'],3.68
birth,2004,"['Drama', 'Mystery']",2.5
incredibles the,2004,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy']",3.84
callas forever,2002,['Drama'],3.0
polar express the,2004,"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']",3.14
kinsey,2004,['Drama'],3.12
seed of chucky childs play 5,2004,"['Comedy', 'Horror']",1.75
after the sunset,2004,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",3.58
bridget jones the edge of reason,2004,"['Comedy', 'Drama', 'Romance']",3.02
finding neverland,2004,['Drama'],3.61
national treasure,2004,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",3.26
bad education la mala educacion,2004,"['Drama', 'Thriller']",3.75
spongebob squarepants movie the,2004,"['Adventure', 'Animation', 'Children', 'Comedy']",3.0
alexander,2004,"['Action', 'Adventure', 'Drama', 'War']",2.2
christmas with the kranks,2004,"['Children', 'Comedy']",2.5
guerrilla the taking of patty hearst,2004,['Documentary'],4.0
closer,2004,"['Drama', 'Romance']",3.72
i am david,2003,['Drama'],3.0
house of flying daggers shi mian mai fu,2004,"['Action', 'Drama', 'Romance']",3.52
oceans twelve,2004,"['Action', 'Comedy', 'Crime', 'Thriller']",3.29
blade trinity,2004,"['Action', 'Fantasy', 'Horror', 'Thriller']",2.86
bushs brain,2004,['Documentary'],3.0
damn yankees,1958,"['Comedy', 'Musical']",3.5
thats entertainment,1974,['Documentary'],4.0
daryl,1985,"['Adventure', 'Children', 'Sci-Fi']",2.0
fire in the sky,1993,"['Drama', 'Mystery', 'Sci-Fi']",2.0
invisible man returns the,1940,"['Horror', 'Sci-Fi']",2.5
love me if you dare jeux denfants,2003,"['Drama', 'Romance']",4.1
control room,2004,"['Documentary', 'War']",4.33
hunchback of notre dame the,1923,"['Drama', 'Horror']",3.0
sherlock jr,1924,"['Comedy', 'Fantasy', 'Romance']",3.0
freshman the,1925,['Comedy'],4.0
greed,1924,['Drama'],4.0
jazz singer the,1927,"['Drama', 'Musical', 'Romance']",4.0
steamboat bill jr,1928,"['Comedy', 'Romance']",4.5
andalusian dog an chien andalou un,1929,['Fantasy'],4.5
little caesar,1931,"['Crime', 'Drama']",4.0
boudu saved from drowning boudu sauve des eaux,1932,['Comedy'],0.5
scarface,1932,"['Crime', 'Drama']",3.75
dinner at eight,1933,"['Comedy', 'Drama', 'Romance']",3.5
gold diggers of 1933,1933,['Musical'],3.5
atalante l,1934,"['Comedy', 'Drama', 'Romance']",4.5
fury,1936,"['Drama', 'Film-Noir']",3.38
libeled lady,1936,"['Comedy', 'Romance']",3.5
mr deeds goes to town,1936,"['Comedy', 'Romance']",3.5
camille,1936,"['Drama', 'Romance']",4.0
captains courageous,1937,"['Adventure', 'Drama']",4.0
stage door,1937,['Drama'],4.17
holiday,1938,"['Comedy', 'Drama', 'Romance']",3.0
roaring twenties the,1939,"['Crime', 'Drama', 'Thriller']",
wuthering heights,1939,"['Drama', 'Romance']",3.25
letter the,1940,"['Drama', 'Film-Noir']",4.0
here comes mr jordan,1941,"['Comedy', 'Fantasy', 'Romance']",3.5
random harvest,1942,"['Drama', 'Romance']",4.0
tales of manhattan,1942,"['Comedy', 'Drama']",5.0
day of wrath vredens dag,1943,['Drama'],4.0
miracle of morgans creek the,1944,"['Comedy', 'Romance']",3.5
mr skeffington,1944,"['Drama', 'Romance']",5.0
great expectations,1946,['Drama'],3.5
stranger the,1946,"['Drama', 'Film-Noir', 'Thriller']",3.0
easter parade,1948,"['Musical', 'Romance']",3.33
lady from shanghai the,1947,"['Drama', 'Film-Noir', 'Mystery']",3.5
three musketeers the,1948,"['Action', 'Adventure', 'Drama', 'Romance']",3.5
unfaithfully yours,1948,['Comedy'],5.0
letter to three wives a,1949,"['Comedy', 'Drama']",4.0
annie get your gun,1950,"['Comedy', 'Musical', 'Romance', 'Western']",2.5
king solomons mines,1950,"['Action', 'Adventure', 'Romance']",3.0
young and the damned the olvidados los,1950,"['Crime', 'Drama']",4.0
star is born a,1954,"['Drama', 'Musical']",3.5
wild one,1953,['Drama'],3.5
confidential report,1955,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.5
night and fog nuit et brouillard,1955,"['Crime', 'Documentary', 'War']",4.5
teachers pet,1958,"['Comedy', 'Romance']",4.0
human condition ii the ningen no joken ii,1959,"['Drama', 'War']",4.5
pickpocket,1959,"['Crime', 'Drama']",2.75
when a woman ascends the stairs onna ga kaidan wo agaru toki,1960,['Drama'],4.5
human condition iii the ningen no joken iii,1961,"['Drama', 'War']",5.0
advise and consent,1962,['Drama'],5.0
harakiri seppuku,1962,['Drama'],4.5
music man the,1962,"['Children', 'Comedy', 'Musical', 'Romance']",3.9
mutiny on the bounty,1962,"['Adventure', 'Drama', 'Romance']",
carabineers the carabiniers les,1963,"['Comedy', 'Drama', 'War']",0.5
hush hush sweet charlotte,1964,"['Horror', 'Thriller']",4.5
onibaba,1964,"['Drama', 'Horror', 'War']",4.5
robinson crusoe on mars,1964,['Sci-Fi'],2.0
battle of algiers the la battaglia di algeri,1966,"['Drama', 'War']",4.3
charlie brown christmas a,1965,"['Animation', 'Children', 'Comedy']",4.0
major dundee,1965,"['Adventure', 'War', 'Western']",2.0
thousand clowns a,1965,"['Comedy', 'Drama', 'Romance']",5.0
andrei rublev andrey rublyov,1969,"['Drama', 'War']",4.5
au hasard balthazar,1966,"['Crime', 'Drama']",3.5
batman,1966,"['Action', 'Adventure', 'Comedy']",3.0
closely watched trains ostre sledovane vlaky,1966,"['Comedy', 'Drama', 'War']",4.0
tokyo drifter tokyo nagaremono,1966,"['Action', 'Crime', 'Drama']",3.75
branded to kill koroshi no rakuin,1967,"['Action', 'Crime', 'Drama']",5.0
play time aka playtime,1967,['Comedy'],3.17
point blank,1967,"['Action', 'Crime', 'Drama', 'Thriller']",3.0
titicut follies,1967,"['Documentary', 'Drama']",2.5
asterix and cleopatra asterix et cleopatre,1968,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy']",4.25
diamond arm the brilliantovaya ruka,1968,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",3.5
sympathy for the devil,1968,"['Documentary', 'Musical']",3.0
yours mine and ours,1968,"['Children', 'Comedy']",2.75
claires knee genou de claire le,1970,"['Comedy', 'Romance']",4.5
performance,1970,"['Crime', 'Drama', 'Thriller']",4.0
white sun of the desert the beloe solntse pustyni,1970,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'War']",4.0
zabriskie point,1970,"['Drama', 'Romance']",4.0
duel,1971,"['Action', 'Mystery', 'Thriller']",3.2
they call me trinity,1971,"['Comedy', 'Western']",3.75
topo el,1970,"['Fantasy', 'Western']",3.9
dr phibes rises again,1972,"['Adventure', 'Comedy', 'Horror', 'Romance']",4.5
charley varrick,1973,"['Crime', 'Drama', 'Thriller']",3.0
dark star,1974,"['Comedy', 'Sci-Fi', 'Thriller']",2.5
sisters,1973,"['Horror', 'Thriller']",4.0
turkish delight turks fruit,1973,"['Drama', 'Romance']",4.0
california split,1974,"['Comedy', 'Drama']",4.0
emmanuelle,1974,"['Drama', 'Romance']",3.5
gone in 60 seconds,1974,"['Action', 'Crime', 'Drama']",3.12
holy mountain the montana sagrada la,1973,['Drama'],4.5
twelve tasks of asterix the les douze travaux dasterix,1976,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",3.67
french connection ii,1975,"['Action', 'Crime', 'Drama', 'Thriller']",3.0
irony of fate or enjoy your bath ironiya sudby ili s legkim parom,1975,"['Comedy', 'Drama', 'Romance']",4.0
passenger the professione reporter,1975,['Drama'],5.0
trilogy of terror,1975,"['Horror', 'Thriller']",4.0
1900 novecento,1976,"['Drama', 'War']",4.5
futureworld,1976,"['Sci-Fi', 'Thriller']",2.5
harlan county usa,1976,['Documentary'],5.0
silver streak,1976,"['Action', 'Comedy', 'Crime']",3.67
high anxiety,1977,"['Comedy', 'Thriller']",3.5
new york new york,1977,"['Drama', 'Musical', 'Romance']",2.5
turning point the,1977,"['Drama', 'Romance']",4.0
five deadly venoms,1978,['Action'],3.5
last hurrah for chivalry hao xia,1979,"['Action', 'Drama']",5.0
clonus horror the,1979,"['Horror', 'Sci-Fi']",2.75
snake in the eagles shadow se ying diu sau,1978,"['Action', 'Comedy']",3.25
hair,1979,"['Comedy', 'Drama', 'Musical']",3.17
love at first bite,1979,"['Comedy', 'Horror', 'Romance']",4.0
hitch hikers guide to the galaxy the,1981,"['Adventure', 'Comedy', 'Sci-Fi']",4.0
smileys people,1982,"['Drama', 'Mystery']",4.0
blue thunder,1983,"['Action', 'Crime', 'Drama']",3.0
day after the,1983,"['Drama', 'Sci-Fi']",3.0
eddie murphy delirious,1983,"['Comedy', 'Documentary']",4.38
norte el,1984,"['Adventure', 'Drama']",3.5
twilight zone the movie,1983,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",3.0
boy meets girl,1984,['Drama'],3.0
cloak dagger,1984,"['Action', 'Adventure', 'Children', 'Crime', 'Mystery', 'Thriller']",3.25
ewok adventure the aka caravan of courage an ewok adventure,1984,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",2.25
silent night deadly night,1984,"['Horror', 'Thriller']",3.5
times of harvey milk the,1984,['Documentary'],4.5
what have i done to deserve this que he hecho yo para merecer esto,1984,"['Comedy', 'Drama']",4.0
anne of green gables,1985,"['Children', 'Drama']",4.5
death of a salesman,1985,['Drama'],3.0
ewoks the battle for endor,1985,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",3.0
police story ging chaat goo si,1985,"['Action', 'Comedy', 'Crime', 'Thriller']",4.25
quiet earth the,1985,"['Drama', 'Mystery', 'Sci-Fi']",4.25
spies like us,1985,['Comedy'],2.75
white nights,1985,['Drama'],3.0
round midnight,1986,"['Drama', 'Musical']",3.5
club paradise,1986,['Comedy'],2.0
sacrifice the offret sacraficatio,1986,['Drama'],4.17
better tomorrow a ying hung boon sik,1986,"['Crime', 'Drama', 'Thriller']",3.83
decalogue the dekalog,1989,"['Crime', 'Drama', 'Romance']",5.0
gi joe the movie,1987,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",2.0
hell comes to frogtown,1988,"['Action', 'Comedy', 'Sci-Fi']",2.0
law of desire ley del deseo la,1987,"['Comedy', 'Drama', 'Romance']",4.0
prince of darkness,1987,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",4.5
chinese ghost story a sinnui yauwan,1987,"['Action', 'Fantasy', 'Horror', 'Romance']",4.25
better tomorrow ii a ying hung boon sik ii,1987,"['Crime', 'Drama', 'Thriller']",4.0
bourne identity the,1988,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",3.39
dominick and eugene,1988,['Drama'],3.0
killer klowns from outer space,1988,"['Comedy', 'Horror', 'Sci-Fi']",2.0
moonwalker,1988,['Musical'],3.0
alice neco z alenky,1988,"['Animation', 'Fantasy', 'Mystery']",3.75
life is a long quiet river la vie est un long fleuve tranquille,1988,['Comedy'],4.0
lonesome dove,1989,"['Adventure', 'Drama', 'Western']",3.75
kikis delivery service majo no takkyubin,1989,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",4.06
almost an angel,1990,['Comedy'],2.5
crybaby,1990,"['Comedy', 'Musical', 'Romance']",3.8
bullet in the head,1990,"['Action', 'Drama', 'War']",4.0
ghost dad,1990,"['Comedy', 'Fantasy']",1.5
it,1990,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",4.0
ju dou,1990,['Drama'],3.5
krays the,1990,['Drama'],3.5
lionheart,1990,['Action'],0.5
nuns on the run,1990,"['Comedy', 'Crime']",2.25
patlabor the movie kido keisatsu patoreba the movie,1989,"['Action', 'Animation', 'Crime', 'Drama', 'Film-Noir', 'Mystery', 'Sci-Fi', 'Thriller']",3.0
state of grace,1990,"['Crime', 'Drama', 'Thriller']",4.0
35 up,1991,['Documentary'],4.0
days of being wild a fei jingjyuhn,1990,"['Drama', 'Romance']",4.5
begotten,1990,"['Drama', 'Horror']",0.5
dutch,1991,['Comedy'],2.5
hearts of darkness a filmmakers apocalypse,1991,['Documentary'],3.8
johnny stecchino,1991,['Comedy'],4.0
rikioh the story of ricky lik wong,1991,"['Action', 'Crime', 'Thriller']",4.5
mannequin 2 on the move,1991,"['Comedy', 'Fantasy', 'Romance']",1.5
only yesterday omohide poro poro,1991,"['Animation', 'Drama']",2.5
other peoples money,1991,"['Comedy', 'Drama', 'Romance']",2.5
quigley down under,1990,"['Adventure', 'Drama', 'Western']",3.25
prime suspect 2,1992,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",3.0
captain america,1990,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller', 'War']",1.25
city hunter sing si lip yan,1993,"['Action', 'Comedy', 'Romance']",2.75
porco rosso crimson pig kurenai no buta,1992,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",3.89
stolen children ladro di bambini il,1992,['Drama'],4.0
ladybugs,1992,['Comedy'],3.0
mambo kings the,1992,"['Drama', 'Musical']",2.0
shining through,1992,"['Drama', 'Romance', 'Thriller', 'War']",1.5
sidekicks,1992,"['Action', 'Adventure', 'Children', 'Comedy']",1.5
heart in winter a un coeur en hiver,1992,"['Drama', 'Romance']",3.5
visions of light the art of cinematography,1992,['Documentary'],3.0
bad boy bubby,1993,['Drama'],4.83
barbarians at the gate,1993,['Drama'],2.75
fortress,1992,"['Action', 'Sci-Fi']",2.5
mr nanny,1993,"['Action', 'Children', 'Comedy']",1.5
snapper the,1993,"['Comedy', 'Drama']",3.0
sonatine sonachine,1993,"['Action', 'Comedy', 'Crime', 'Drama']",5.0
stand the,1994,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",5.0
darkman ii return of durant the,1995,"['Action', 'Crime', 'Horror']",2.5
freaked,1993,"['Comedy', 'Sci-Fi']",3.5
fist of legend jing wu ying xiong,1994,"['Action', 'Drama']",3.38
major league ii,1994,['Comedy'],2.67
my father the hero,1994,"['Comedy', 'Romance']",2.25
pure formality a pura formalita una,1994,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",4.0
langoliers the,1995,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",3.0
last wedding the kivenpyorittajan kyla,1995,"['Comedy', 'Drama']",3.0
last of the dogmen,1995,"['Adventure', 'Western']",2.5
whisper of the heart mimi wo sumaseba,1995,"['Animation', 'Drama', 'Romance']",3.8
street fighter ii the animated movie sutorito faita ii gekijoban,1994,"['Action', 'Animation']",1.5
summers tale a conte dete,1996,"['Comedy', 'Drama', 'Romance']",5.0
late shift the,1996,['Comedy'],2.5
pusher,1996,"['Crime', 'Thriller']",2.5
emma,1996,['Romance'],3.5
boxer the,1997,"['Drama', 'Thriller']",3.5
gummo,1997,['Drama'],3.17
nirvana,1997,"['Action', 'Sci-Fi']",4.5
lion king ii simbas pride the,1998,"['Adventure', 'Animation', 'Children', 'Musical', 'Romance']",3.0
from the earth to the moon,1998,"['Action', 'Documentary', 'Drama', 'Thriller']",3.5
beowulf,1999,"['Action', 'Horror', 'Sci-Fi']",3.0
rko 281,1999,['Drama'],3.5
from dusk till dawn 2 texas blood money,1999,"['Comedy', 'Crime', 'Horror']",1.0
gia,1998,"['Drama', 'Romance']",3.4
thursday,1998,"['Action', 'Crime', 'Thriller']",4.0
who am i wo shi shei,1998,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",3.5
merlin,1998,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",3.0
brave new world,1998,['Sci-Fi'],1.5
addams family reunion,1998,"['Children', 'Comedy', 'Fantasy']",3.0
purgatory,1999,"['Fantasy', 'Western']",2.5
bleeder,1999,"['Drama', 'Thriller']",2.0
dark portals the chronicles of vidocq vidocq,2001,"['Action', 'Crime', 'Fantasy']",4.0
candyman 3 day of the dead,1999,['Horror'],3.0
batmansuperman movie the,1998,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",2.0
